iso3,gcm,scenario,variable,from_year,to_year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
AUT,bccr_bcm2_0,a2,pr,2020,2039,3.357512734252013,2.82912375157484,3.2060934736220896,4.018015850393754,4.495531161417382,4.281890665354387,4.431711303149665,4.369585503937065,4.273853535433127,4.131831535433125,4.1021830629921805,3.7808402984252467
AUT,bccr_bcm2_0,b1,pr,2020,2039,3.415376025590596,2.911616416141771,3.3632122385827214,4.1544316102362755,4.589936590551242,4.414286031496122,4.421336066929192,3.7112622409449307,3.8253107937008375,4.552506110236281,4.013580779527612,3.908811827165406
AUT,bccr_bcm2_0,a2,pr,2040,2059,3.5493298708661882,2.823832135826809,3.4637140972441407,3.970307177165407,4.6506802519685655,4.040813515748084,4.1542289685039915,4.130620334645724,4.817459826771717,4.16662902755911,4.3881131102362785,3.7584028606299706
AUT,bccr_bcm2_0,b1,pr,2040,2059,3.2738918122047673,2.715978246850429,3.459825672834691,3.9732961023622573,4.377025803149664,4.583840858267777,4.244912405511867,4.076112354330762,4.261950039370134,4.317162350393758,3.9925355314961157,3.69849029566934
AUT,bccr_bcm2_0,a2,pr,2060,2079,3.5909658854331186,2.5939419992126327,3.779635801574853,3.768833299606349,4.825972090551245,4.613856188976439,4.346383393700845,3.485344359055164,3.77971215000005,4.215105720472497,3.793139201574853,4.019469940944935
AUT,bccr_bcm2_0,b1,pr,2060,2079,3.6162928948819375,2.8796124440945263,3.622408916535481,3.8248288503937515,4.167825539370134,4.489929102362264,4.189714311023677,3.558119840157527,3.8493594425197357,4.511946948818958,3.7870443559055618,3.9749547874016273
AUT,bccr_bcm2_0,a2,pr,2080,2099,3.431638514173274,3.1682533559055535,3.4039119047244544,4.083488944881943,4.546806562992185,4.122040133858322,3.819448434252019,3.5519378732283933,4.209359484252024,4.20451817716541,4.09134500787407,3.9852457165354855
AUT,bccr_bcm2_0,b1,pr,2080,2099,3.5034093535433533,2.7486010763779887,3.510762557874062,3.9433779527559576,4.4014638976378535,4.420250748031554,3.90880648897643,4.051021051181156,4.509663673228406,4.412202173228405,3.984871594488242,3.8512646476378465
BGR,bccr_bcm2_0,a2,pr,2020,2039,2.698389338582713,2.113704643700815,2.5481429062992462,2.5399529181102696,2.377124470866173,2.6129997622047587,1.8345248511811267,1.213770546456709,1.6984210897638021,2.2689102952756204,3.182738390551223,2.869590642913424
BGR,bccr_bcm2_0,b1,pr,2020,2039,2.9799257862205115,2.511690676771687,2.994703476771693,2.6913534751968857,2.712745290944918,2.2360008909449114,1.781575201181126,1.14868298740159,1.5581262393700994,2.4089506854331026,3.2844114114173664,3.21338495866146
BGR,bccr_bcm2_0,a2,pr,2040,2059,2.6366793641732635,2.105712890551209,2.5293714232283797,2.545775325196884,2.3997457948819214,2.177425548031525,1.4594285602362398,1.3279685401574979,1.4894099685039568,2.4057326448819216,3.2084955755905935,3.0644552539370484
BGR,bccr_bcm2_0,b1,pr,2040,2059,2.5658749220472776,2.2026610937008164,3.132600202362246,2.958307998425236,2.799563088582714,2.3171890720472748,1.9679248708661676,1.0455196062992262,1.7702704901575037,1.9313554688976633,2.7268449901575167,3.1632503374016165
BGR,bccr_bcm2_0,a2,pr,2060,2079,2.669382771259878,2.0436419748031764,2.7567195141732643,2.387846755118142,2.6808190346457046,2.486530795669324,1.332895732283482,0.9229283397637917,1.3199014645669465,2.4707795503937335,2.741210986220509,3.3307390137795716
BGR,bccr_bcm2_0,b1,pr,2060,2079,2.6001983929134203,2.4415108539370403,2.814302463385864,2.6339098787401922,2.840096030708699,2.4569680279527883,1.439749377952775,0.9355029228346581,1.4363025728346646,2.5052064984252302,3.4369595409449274,3.2845621220472876
BGR,bccr_bcm2_0,a2,pr,2080,2099,2.4517630405512136,1.9231055476378207,2.3675798996063304,2.135884921259871,2.4244034948819215,1.8498444181102607,1.314765224409466,0.6315721677165438,1.2713870712598594,2.2046658842519977,2.875529874803188,2.6975624204724764
BGR,bccr_bcm2_0,b1,pr,2080,2099,2.823507147637833,2.0809967594488463,2.573593357480349,2.3730325885827086,2.430701077559087,2.3152605661417627,1.5760240216535641,1.2995869389763952,1.7051458169291565,2.3034106275590855,2.856412121653581,3.0903916657480726
CAN,bccr_bcm2_0,a2,pr,2020,2039,1.4224282370078927,1.2532147055118275,1.3535081657480494,1.3460676240157656,1.7639376185039604,2.2373882905512104,2.4673792610236545,2.4827268948819228,2.1572927614173514,2.159217218897666,1.7466209078740387,1.588975935433092
CAN,bccr_bcm2_0,b1,pr,2020,2039,1.4422072736220661,1.1790859476378108,1.3542326905511988,1.3755003011811204,1.7810574338582912,2.239119048818927,2.4883992696850723,2.479018097637828,2.1850652401575092,2.0436615594488456,1.7640196346456927,1.6731606740157703
CAN,bccr_bcm2_0,a2,pr,2040,2059,1.4517070267716727,1.2226105543307249,1.4470927519685233,1.399436143307105,1.8314264748031739,2.2676123523622347,2.4941474362205054,2.390443165354362,2.2162970830708955,2.1858051492126274,1.7990970244094724,1.7379026728346687
CAN,bccr_bcm2_0,b1,pr,2040,2059,1.412679004724428,1.2333909641732446,1.4126104440945069,1.3604507901574983,1.8653717035433317,2.2695851342519986,2.567179675196884,2.459683482677198,2.2183120275590844,2.1445199110236506,1.820120001968528,1.6132245251968715
CAN,bccr_bcm2_0,a2,pr,2060,2079,1.6399330874015965,1.343631527559073,1.4875439822834842,1.4706221834645865,1.8405986165354575,2.303908221653574,2.4921229448819227,2.5051306811023952,2.284959844488219,2.244571511811053,1.959261377559081,1.7549072074803382
CAN,bccr_bcm2_0,b1,pr,2060,2079,1.522836157480335,1.2334715492126147,1.4139052913386014,1.4523663807086806,1.8346696192913627,2.2593453299212896,2.5286604759842852,2.4768956094488517,2.27641528976381,2.0942456291338862,1.8508836771653787,1.7309699799212825
CAN,bccr_bcm2_0,a2,pr,2080,2099,1.6372482917323052,1.4103720208661605,1.5526711559055322,1.548347497244115,1.947466261023648,2.32396799960633,2.5606221748031834,2.5563483507874354,2.3485327452756217,2.3886331614173546,2.0742993362205,1.8910900437008125
CAN,bccr_bcm2_0,b1,pr,2080,2099,1.4853890933071063,1.2675339440945048,1.437999629921279,1.4760289259842714,1.8492466669291583,2.2859478000000304,2.567109203937042,2.5254610374016084,2.274805662992156,2.0675529385827045,1.8701764330708908,1.6863098303149828
CHL,bccr_bcm2_0,a2,pr,2020,2039,5.299725003937079,5.162583122047312,5.047749625984318,4.146978704724464,4.184769779527614,4.343935692913443,4.583767751968565,4.056565362204778,3.590879215354378,3.5230654240157944,3.697318907480364,4.831589208661481
CHL,bccr_bcm2_0,b1,pr,2020,2039,5.3460022047244795,5.044600940944948,4.8304831181103,4.198781535433127,4.421771527559113,4.362680228346514,4.5498886692913985,3.928991036614225,3.7076626523622536,3.510158333464613,3.7784445960630424,4.809500803149669
CHL,bccr_bcm2_0,a2,pr,2040,2059,5.252230909448889,5.127775039370146,4.970099409448885,3.97882889370084,3.9944035354331238,4.588496732283525,4.688881795275653,4.265621153543363,3.8256452275591055,3.436218396850439,3.691525536614222,4.55456068503943
CHL,bccr_bcm2_0,b1,pr,2040,2059,5.397176173228417,5.226903106299282,4.9043058228347105,4.049985740157534,3.9609145472441467,4.547824590551241,4.6942343976378575,4.249175500000056,3.7735403850394196,3.4203180090551633,3.673227899212647,4.8212949685040005
CHL,bccr_bcm2_0,a2,pr,2060,2079,5.23865272047251,5.185664673228415,4.890512685039434,4.010240850393753,4.042662287401628,4.551299744094548,4.451512437007933,4.148140070866196,3.707121638582726,3.4511052889764233,3.545337272047291,4.692844551181165
CHL,bccr_bcm2_0,b1,pr,2060,2079,5.394647901574874,5.017269007874082,4.830592429133922,3.726631208267766,4.13204543307092,4.707321720472503,4.730190370078803,4.174821637795331,4.009029500000053,3.616926142913434,3.5907131716535905,4.561912118110296
CHL,bccr_bcm2_0,a2,pr,2080,2099,4.93100769291345,4.814824125984315,4.468634811023681,3.9801103228346983,3.9060450602362717,4.517038618110296,4.533761472441005,4.22870041732289,3.7458959039370576,3.593494675196898,3.406147309055163,4.326462838582734
CHL,bccr_bcm2_0,b1,pr,2080,2099,5.366076625984323,4.935340114173293,4.859065444881954,4.018504492126037,4.222329334645726,4.680957956692975,4.502708244094547,4.301835606299269,3.586225094881937,3.5312678669291806,3.5238581354331178,4.671388425196912
DEU,bccr_bcm2_0,a2,pr,2020,2039,3.499852060236267,2.6531729362205074,2.833897245275628,3.10389496968508,3.2064244464567353,2.9452065897638184,3.205590950393743,3.354756047244139,3.319156053543351,3.393649131102407,3.528426335433118,3.61782596614178
DEU,bccr_bcm2_0,b1,pr,2020,2039,3.4533728275591007,2.7299686791338944,2.8813142850394082,3.0329094909449217,3.0200298000000396,3.0850808602362614,3.2241423712598847,3.2028320791339007,3.083699158661458,3.5690802027559525,3.3802499094488634,3.452532610629967
DEU,bccr_bcm2_0,a2,pr,2040,2059,3.4679220377953213,2.9367926137795664,3.161319161811065,3.117048653937049,3.4255190271653997,2.9534774429134245,3.2471168397638226,3.4763986330709122,3.6152197169291815,3.422765416535478,3.4922027137795735,3.6604845090551663
DEU,bccr_bcm2_0,b1,pr,2040,2059,3.5726473425197325,2.9742330716535825,3.1473285421260258,3.031943583858308,3.2954379102362643,3.052484853937048,3.110552453543348,3.071271242913426,3.207880185433113,3.2259955519685466,3.778693326771703,3.7704629070866638
DEU,bccr_bcm2_0,a2,pr,2060,2079,4.103019232283519,2.708070469685075,3.414705659448864,3.1551920299213014,3.7022139480315452,3.0816770574803556,3.464476360236266,3.167122277559097,3.3225012200787845,3.5199482460630387,3.6972381334646154,4.1885667637795825
DEU,bccr_bcm2_0,b1,pr,2060,2079,3.938087086614225,3.029589968503977,3.649224311417371,3.1600890421260264,3.0342191862205126,2.818220881889801,3.3570619381890205,3.0371812984252373,2.9856669358268113,3.400222492913431,3.500953268897684,3.9529405866142255
DEU,bccr_bcm2_0,a2,pr,2080,2099,4.1322252755906055,3.454548723228392,3.278657552755949,3.3891638657480767,3.312508170078784,2.712461231102398,2.9434680527559447,2.884292166929172,3.107836490551222,3.1078189866142143,3.9105159429134377,4.489189314960689
DEU,bccr_bcm2_0,b1,pr,2080,2099,3.838782858661468,3.157682531496105,3.1736287622047663,3.1067149543307497,3.140637285039412,2.8846073901575187,2.788412912598462,3.306338760629965,3.2976221625984685,3.339684959448863,3.578211326378,3.336847252755949
ESP,bccr_bcm2_0,a2,pr,2020,2039,3.3551753106299653,2.4872802633858595,2.732120497637831,2.0619056641732554,1.9789687440945143,1.789208351181126,1.3634961842519866,1.5839419122047456,1.7531876751968736,2.6724877901575157,3.159560562204766,3.791779933464617
ESP,bccr_bcm2_0,b1,pr,2020,2039,3.560803401181149,2.863398514566967,2.802743800393738,2.495385927559088,2.483347997637828,1.8427457161417566,1.2688702976378121,1.6425633181102581,1.9224442708661669,2.73400690708665,3.22657021850398,4.2883648897638365
ESP,bccr_bcm2_0,a2,pr,2040,2059,3.5692001157480786,2.5619631775590888,2.4611414216535756,1.9894496196850657,1.9100262086614426,1.7859260988189214,1.5283728051181305,1.6234309618110452,1.7118043531496288,2.569977693700821,3.591508637795323,3.8778461996063505
ESP,bccr_bcm2_0,b1,pr,2040,2059,3.4874371043307546,2.4523319905512135,2.3469957472441254,2.2631586503937307,2.065018974803177,1.7318420881889993,1.5236889460630123,1.6092986204724624,1.8567245519685285,2.7470167641732646,3.284989629921303,3.656714544094536
ESP,bccr_bcm2_0,a2,pr,2060,2079,3.090651717716576,2.1534457807086897,2.8001446066929505,2.0059383551181367,1.8332566385827014,1.6747897988189198,1.2819658657480486,1.5377227141732488,1.6784383901575024,2.19107191062995,3.0198298846457092,3.4112634582677615
ESP,bccr_bcm2_0,b1,pr,2060,2079,3.321101093700831,2.7827086326772017,2.003869730314987,2.0029501834645935,2.0998152948819175,1.8052694625984491,1.3628331622047425,1.6098186515748245,1.6188209712598638,2.326252833070897,3.0166254838583075,4.029453972440998
ESP,bccr_bcm2_0,a2,pr,2080,2099,2.8693931122047625,2.5418209118110573,1.6227044374015962,1.6393898984252187,1.522304005511831,1.4333392653543497,1.0852740826771796,1.4945692043307286,1.6725417787401795,2.063127880314988,3.1207889476378368,3.235694201181145
ESP,bccr_bcm2_0,b1,pr,2080,2099,3.171373992913428,2.1537981610236505,2.2795213086614474,2.012595403149633,1.9439778708661675,1.798068610629945,1.203170260629937,1.5117319374015947,1.610142529921281,2.616707221259877,3.432888666141778,4.223197834645725
FRA,bccr_bcm2_0,a2,pr,2020,2039,4.208602437007929,3.320246964566973,3.687406097244143,3.5741880736220946,3.296217203937051,2.701361267716571,2.606657199212633,3.053986315748072,3.5214622830709126,3.9878863858268248,3.9925681377953284,4.371430145669349
